"Grove_Road","Charleville_Mall","Guild_Street","North_Strand_Rd_S_B","North_Strand_Rd_N_B","Time","Day","Month","Year"
175,17,98,50,114,"16:00:00",12,5,2021
239,16,113,52,159,"17:00:00",12,5,2021
177,8,94,35,128,"18:00:00",12,5,2021
107,9,69,14,63,"19:00:00",12,5,2021
107,7,54,37,37,"20:00:00",12,5,2021
93,8,49,25,34,"21:00:00",12,5,2021
41,5,12,13,30,"22:00:00",12,5,2021
17,2,11,2,10,"23:00:00",12,5,2021
3,0,3,4,6,"00:00:00",13,5,2021
6,1,3,3,1,"01:00:00",13,5,2021
2,0,0,1,0,"02:00:00",13,5,2021
3,0,1,0,0,"03:00:00",13,5,2021
11,0,1,2,1,"04:00:00",13,5,2021
30,1,14,14,4,"05:00:00",13,5,2021
86,11,73,64,13,"06:00:00",13,5,2021
213,16,128,108,32,"07:00:00",13,5,2021
285,25,151,168,52,"08:00:00",13,5,2021
156,16,80,69,27,"09:00:00",13,5,2021
112,12,52,48,23,"10:00:00",13,5,2021
91,15,58,36,34,"11:00:00",13,5,2021
140,8,59,50,48,"12:00:00",13,5,2021
148,17,84,67,66,"13:00:00",13,5,2021
134,11,65,47,55,"14:00:00",13,5,2021
138,18,65,58,83,"15:00:00",13,5,2021
199,31,101,45,117,"16:00:00",13,5,2021
278,41,190,69,192,"17:00:00",13,5,2021
274,30,161,57,181,"18:00:00",13,5,2021
180,21,103,59,96,"19:00:00",13,5,2021
189,9,68,41,69,"20:00:00",13,5,2021
120,8,60,38,42,"21:00:00",13,5,2021
62,2,25,17,25,"22:00:00",13,5,2021
41,2,13,5,10,"23:00:00",13,5,2021
14,2,12,3,16,"00:00:00",14,5,2021
8,1,0,0,2,"01:00:00",14,5,2021
8,1,1,3,0,"02:00:00",14,5,2021
4,0,1,0,1,"03:00:00",14,5,2021
14,1,1,3,1,"04:00:00",14,5,2021
26,1,12,14,2,"05:00:00",14,5,2021
84,7,87,72,15,"06:00:00",14,5,2021
197,14,107,115,36,"07:00:00",14,5,2021
266,34,156,125,31,"08:00:00",14,5,2021
158,24,77,75,32,"09:00:00",14,5,2021
95,15,50,39,38,"10:00:00",14,5,2021
96,9,62,31,33,"11:00:00",14,5,2021
123,7,60,58,62,"12:00:00",14,5,2021
174,15,79,56,65,"13:00:00",14,5,2021
134,18,85,51,70,"14:00:00",14,5,2021
154,10,91,60,109,"15:00:00",14,5,2021
196,22,106,63,107,"16:00:00",14,5,2021
249,28,144,55,175,"17:00:00",14,5,2021
226,21,129,63,112,"18:00:00",14,5,2021
260,14,103,63,96,"19:00:00",14,5,2021
178,12,76,45,71,"20:00:00",14,5,2021
136,19,55,33,45,"21:00:00",14,5,2021
79,3,42,18,50,"22:00:00",14,5,2021
40,1,17,7,25,"23:00:00",14,5,2021
31,1,5,9,18,"00:00:00",15,5,2021
19,0,12,2,15,"01:00:00",15,5,2021
11,2,4,5,5,"02:00:00",15,5,2021
6,0,2,1,8,"03:00:00",15,5,2021
13,1,1,1,2,"04:00:00",15,5,2021
10,0,3,3,3,"05:00:00",15,5,2021
26,1,15,15,6,"06:00:00",15,5,2021
50,6,36,26,10,"07:00:00",15,5,2021
51,6,21,24,14,"08:00:00",15,5,2021
62,8,40,16,24,"09:00:00",15,5,2021
67,8,37,21,30,"10:00:00",15,5,2021
86,11,37,34,29,"11:00:00",15,5,2021
129,10,51,45,30,"12:00:00",15,5,2021
127,16,63,49,41,"13:00:00",15,5,2021
134,19,75,47,61,"14:00:00",15,5,2021
176,12,64,49,71,"15:00:00",15,5,2021
120,22,81,32,74,"16:00:00",15,5,2021
91,11,41,25,46,"17:00:00",15,5,2021
83,16,42,33,37,"18:00:00",15,5,2021
105,7,46,33,50,"19:00:00",15,5,2021
93,7,46,28,43,"20:00:00",15,5,2021
74,4,32,29,28,"21:00:00",15,5,2021
58,5,27,23,32,"22:00:00",15,5,2021
34,0,16,8,13,"23:00:00",15,5,2021
22,2,5,3,9,"00:00:00",16,5,2021
13,0,5,6,1,"01:00:00",16,5,2021
9,1,5,5,7,"02:00:00",16,5,2021
6,0,0,2,2,"03:00:00",16,5,2021
9,1,2,1,3,"04:00:00",16,5,2021
9,0,1,5,3,"05:00:00",16,5,2021
19,2,13,7,5,"06:00:00",16,5,2021
37,3,18,19,10,"07:00:00",16,5,2021
59,5,40,27,27,"08:00:00",16,5,2021
52,14,46,31,36,"09:00:00",16,5,2021
96,18,67,54,52,"10:00:00",16,5,2021
114,11,59,41,53,"11:00:00",16,5,2021
155,31,106,97,98,"12:00:00",16,5,2021
184,23,123,71,83,"13:00:00",16,5,2021
195,28,121,104,73,"14:00:00",16,5,2021
174,20,112,74,104,"15:00:00",16,5,2021
195,22,122,74,90,"16:00:00",16,5,2021
161,13,78,52,64,"17:00:00",16,5,2021
143,20,82,74,85,"18:00:00",16,5,2021
167,15,62,38,53,"19:00:00",16,5,2021
120,11,62,30,49,"20:00:00",16,5,2021
73,3,42,25,35,"21:00:00",16,5,2021
53,2,27,16,21,"22:00:00",16,5,2021
28,1,17,8,18,"23:00:00",16,5,2021
7,1,7,2,5,"00:00:00",17,5,2021
5,0,2,0,3,"01:00:00",17,5,2021
2,0,1,2,5,"02:00:00",17,5,2021
5,0,0,0,0,"03:00:00",17,5,2021
11,1,1,3,1,"04:00:00",17,5,2021
26,1,14,16,4,"05:00:00",17,5,2021
102,13,87,73,18,"06:00:00",17,5,2021
210,26,125,99,26,"07:00:00",17,5,2021
289,29,120,162,47,"08:00:00",17,5,2021
156,13,87,78,33,"09:00:00",17,5,2021
89,10,42,48,19,"10:00:00",17,5,2021
85,17,49,31,40,"11:00:00",17,5,2021
115,13,52,43,39,"12:00:00",17,5,2021
112,14,72,56,69,"13:00:00",17,5,2021
117,15,64,37,72,"14:00:00",17,5,2021
151,11,71,55,88,"15:00:00",17,5,2021
155,20,98,39,108,"16:00:00",17,5,2021
250,24,136,35,164,"17:00:00",17,5,2021
193,21,89,32,136,"18:00:00",17,5,2021
138,10,79,38,83,"19:00:00",17,5,2021
93,14,57,26,50,"20:00:00",17,5,2021
67,5,31,26,46,"21:00:00",17,5,2021
38,0,16,9,14,"22:00:00",17,5,2021
23,5,11,3,10,"23:00:00",17,5,2021
5,0,6,8,5,"00:00:00",18,5,2021
4,0,0,1,1,"01:00:00",18,5,2021
4,0,0,0,3,"02:00:00",18,5,2021
3,0,0,0,1,"03:00:00",18,5,2021
12,0,1,4,3,"04:00:00",18,5,2021
25,1,13,20,6,"05:00:00",18,5,2021
86,14,84,62,13,"06:00:00",18,5,2021
228,25,121,138,27,"07:00:00",18,5,2021
320,29,162,177,45,"08:00:00",18,5,2021
172,23,94,85,24,"09:00:00",18,5,2021
95,4,47,49,19,"10:00:00",18,5,2021
91,6,42,28,41,"11:00:00",18,5,2021
104,8,44,40,34,"12:00:00",18,5,2021
128,8,61,41,58,"13:00:00",18,5,2021
109,9,50,43,52,"14:00:00",18,5,2021
148,14,58,22,81,"15:00:00",18,5,2021
169,24,91,30,124,"16:00:00",18,5,2021
284,36,143,34,178,"17:00:00",18,5,2021
206,9,80,17,130,"18:00:00",18,5,2021
131,12,77,28,95,"19:00:00",18,5,2021
103,8,49,38,51,"20:00:00",18,5,2021
74,7,43,30,40,"21:00:00",18,5,2021
44,4,12,8,19,"22:00:00",18,5,2021
23,1,8,2,13,"23:00:00",18,5,2021
11,0,2,3,8,"00:00:00",19,5,2021
5,0,2,0,4,"01:00:00",19,5,2021
1,1,0,1,3,"02:00:00",19,5,2021
2,0,1,0,2,"03:00:00",19,5,2021
11,0,1,2,0,"04:00:00",19,5,2021
27,1,15,17,6,"05:00:00",19,5,2021
89,10,101,78,18,"06:00:00",19,5,2021
220,23,134,125,34,"07:00:00",19,5,2021
287,40,168,178,38,"08:00:00",19,5,2021
163,27,103,89,28,"09:00:00",19,5,2021
88,15,46,43,27,"10:00:00",19,5,2021
98,17,55,56,40,"11:00:00",19,5,2021
126,13,73,58,72,"12:00:00",19,5,2021
160,22,80,54,88,"13:00:00",19,5,2021
140,13,57,40,75,"14:00:00",19,5,2021
150,15,55,52,107,"15:00:00",19,5,2021
223,22,98,46,122,"16:00:00",19,5,2021
297,26,202,74,225,"17:00:00",19,5,2021
292,24,151,82,196,"18:00:00",19,5,2021
196,16,97,65,117,"19:00:00",19,5,2021
127,17,66,57,74,"20:00:00",19,5,2021
90,9,66,45,60,"21:00:00",19,5,2021
57,8,41,27,37,"22:00:00",19,5,2021
25,5,9,4,14,"23:00:00",19,5,2021
13,1,6,3,17,"00:00:00",20,5,2021
4,1,4,0,3,"01:00:00",20,5,2021
9,1,1,2,3,"02:00:00",20,5,2021
3,0,1,1,1,"03:00:00",20,5,2021
16,0,1,4,0,"04:00:00",20,5,2021
34,3,15,10,7,"05:00:00",20,5,2021
67,7,82,60,9,"06:00:00",20,5,2021
156,19,74,89,18,"07:00:00",20,5,2021
185,14,76,83,14,"08:00:00",20,5,2021
81,4,29,26,3,"09:00:00",20,5,2021
39,6,12,5,7,"10:00:00",20,5,2021
52,6,23,5,12,"11:00:00",20,5,2021
72,3,25,20,23,"12:00:00",20,5,2021
76,4,86,20,24,"13:00:00",20,5,2021
88,7,54,29,46,"14:00:00",20,5,2021
98,8,41,28,46,"15:00:00",20,5,2021
113,12,59,32,66,"16:00:00",20,5,2021
198,9,94,32,115,"17:00:00",20,5,2021
157,16,64,47,89,"18:00:00",20,5,2021
126,13,52,20,48,"19:00:00",20,5,2021
79,5,43,23,46,"20:00:00",20,5,2021
65,2,34,11,28,"21:00:00",20,5,2021
36,7,15,6,12,"22:00:00",20,5,2021
23,3,5,7,13,"23:00:00",20,5,2021
8,1,4,1,7,"00:00:00",21,5,2021
3,1,1,0,2,"01:00:00",21,5,2021
5,0,1,3,0,"02:00:00",21,5,2021
4,0,0,0,0,"03:00:00",21,5,2021
13,0,2,5,2,"04:00:00",21,5,2021
18,3,9,10,3,"05:00:00",21,5,2021
66,4,53,46,10,"06:00:00",21,5,2021
121,13,69,59,10,"07:00:00",21,5,2021
166,12,89,90,21,"08:00:00",21,5,2021
96,9,39,44,7,"09:00:00",21,5,2021
62,6,25,17,11,"10:00:00",21,5,2021
62,6,29,22,25,"11:00:00",21,5,2021
80,3,42,32,30,"12:00:00",21,5,2021
113,9,43,26,31,"13:00:00",21,5,2021
101,9,39,32,36,"14:00:00",21,5,2021
103,17,49,28,60,"15:00:00",21,5,2021
128,13,66,41,86,"16:00:00",21,5,2021
170,20,96,34,124,"17:00:00",21,5,2021
169,16,66,24,74,"18:00:00",21,5,2021
143,10,66,25,56,"19:00:00",21,5,2021
107,6,46,31,53,"20:00:00",21,5,2021
89,8,54,13,38,"21:00:00",21,5,2021
40,3,34,8,27,"22:00:00",21,5,2021
37,3,10,6,13,"23:00:00",21,5,2021
13,1,7,4,13,"00:00:00",22,5,2021
13,0,2,2,10,"01:00:00",22,5,2021
5,0,2,3,3,"02:00:00",22,5,2021
3,1,2,3,1,"03:00:00",22,5,2021
9,1,0,2,3,"04:00:00",22,5,2021
9,0,1,5,4,"05:00:00",22,5,2021
35,3,21,14,9,"06:00:00",22,5,2021
67,3,47,31,23,"07:00:00",22,5,2021
93,10,41,33,34,"08:00:00",22,5,2021
124,15,55,43,45,"09:00:00",22,5,2021
124,11,69,41,43,"10:00:00",22,5,2021
167,17,77,46,55,"11:00:00",22,5,2021
190,24,86,46,56,"12:00:00",22,5,2021
170,21,86,77,68,"13:00:00",22,5,2021
143,17,84,63,86,"14:00:00",22,5,2021
132,20,71,59,73,"15:00:00",22,5,2021
139,17,64,54,73,"16:00:00",22,5,2021
148,24,87,61,74,"17:00:00",22,5,2021
153,19,62,51,72,"18:00:00",22,5,2021
141,16,60,56,67,"19:00:00",22,5,2021
93,7,57,38,58,"20:00:00",22,5,2021
96,14,41,36,28,"21:00:00",22,5,2021
70,4,31,17,35,"22:00:00",22,5,2021
43,6,15,13,13,"23:00:00",22,5,2021
21,0,11,6,13,"00:00:00",23,5,2021
21,2,1,5,10,"01:00:00",23,5,2021
15,0,3,4,4,"02:00:00",23,5,2021
5,1,5,4,6,"03:00:00",23,5,2021
13,1,2,1,5,"04:00:00",23,5,2021
5,0,2,2,3,"05:00:00",23,5,2021
13,0,8,8,5,"06:00:00",23,5,2021
40,4,17,21,7,"07:00:00",23,5,2021
44,3,27,20,12,"08:00:00",23,5,2021
50,11,25,23,18,"09:00:00",23,5,2021
44,15,24,22,16,"10:00:00",23,5,2021
47,8,27,19,14,"11:00:00",23,5,2021
59,8,27,16,27,"12:00:00",23,5,2021
84,10,59,46,32,"13:00:00",23,5,2021
103,15,50,32,42,"14:00:00",23,5,2021
115,17,57,25,35,"15:00:00",23,5,2021
89,18,59,41,48,"16:00:00",23,5,2021
117,10,61,39,62,"17:00:00",23,5,2021
103,15,53,21,68,"18:00:00",23,5,2021
72,5,34,28,38,"19:00:00",23,5,2021
78,8,49,22,27,"20:00:00",23,5,2021
38,4,27,13,20,"21:00:00",23,5,2021
36,2,18,7,24,"22:00:00",23,5,2021
15,1,10,4,7,"23:00:00",23,5,2021
8,0,3,0,4,"00:00:00",24,5,2021
5,0,2,0,4,"01:00:00",24,5,2021
4,0,0,1,0,"02:00:00",24,5,2021
5,1,0,0,0,"03:00:00",24,5,2021
11,0,1,5,0,"04:00:00",24,5,2021
29,2,8,15,3,"05:00:00",24,5,2021
89,11,77,73,12,"06:00:00",24,5,2021
217,17,107,88,24,"07:00:00",24,5,2021
252,21,130,135,36,"08:00:00",24,5,2021
167,13,69,57,23,"09:00:00",24,5,2021
71,17,42,32,23,"10:00:00",24,5,2021
71,13,34,27,26,"11:00:00",24,5,2021
109,15,54,36,42,"12:00:00",24,5,2021
101,15,65,34,50,"13:00:00",24,5,2021
115,14,58,31,53,"14:00:00",24,5,2021
132,19,61,39,67,"15:00:00",24,5,2021
218,30,102,36,133,"16:00:00",24,5,2021
290,36,163,53,187,"17:00:00",24,5,2021
219,22,124,49,162,"18:00:00",24,5,2021
191,23,95,56,83,"19:00:00",24,5,2021
134,15,61,39,54,"20:00:00",24,5,2021
87,10,60,24,44,"21:00:00",24,5,2021
46,2,27,16,33,"22:00:00",24,5,2021
16,4,11,9,13,"23:00:00",24,5,2021
6,3,7,3,6,"00:00:00",25,5,2021
10,0,1,2,0,"01:00:00",25,5,2021
4,0,1,2,2,"02:00:00",25,5,2021
8,0,1,0,1,"03:00:00",25,5,2021
11,1,1,3,1,"04:00:00",25,5,2021
26,2,17,19,5,"05:00:00",25,5,2021
90,14,84,69,15,"06:00:00",25,5,2021
211,23,129,134,32,"07:00:00",25,5,2021
303,37,145,179,39,"08:00:00",25,5,2021
138,21,91,74,14,"09:00:00",25,5,2021
72,8,41,47,24,"10:00:00",25,5,2021
91,7,47,27,25,"11:00:00",25,5,2021
103,11,48,31,44,"12:00:00",25,5,2021
109,12,57,35,48,"13:00:00",25,5,2021
102,10,50,30,48,"14:00:00",25,5,2021
120,17,62,41,59,"15:00:00",25,5,2021
198,21,92,26,115,"16:00:00",25,5,2021
265,35,167,38,160,"17:00:00",25,5,2021
265,30,120,38,152,"18:00:00",25,5,2021
160,13,73,32,85,"19:00:00",25,5,2021
152,11,55,24,54,"20:00:00",25,5,2021
98,10,40,15,34,"21:00:00",25,5,2021
45,8,22,10,33,"22:00:00",25,5,2021
18,1,16,3,8,"23:00:00",25,5,2021
10,0,4,3,8,"00:00:00",26,5,2021
2,0,1,1,3,"01:00:00",26,5,2021
2,1,0,1,0,"02:00:00",26,5,2021
6,0,0,1,1,"03:00:00",26,5,2021
11,0,2,4,1,"04:00:00",26,5,2021
31,3,15,15,4,"05:00:00",26,5,2021
121,14,86,81,18,"06:00:00",26,5,2021
241,21,135,111,28,"07:00:00",26,5,2021
291,33,169,182,47,"08:00:00",26,5,2021
172,18,76,105,32,"09:00:00",26,5,2021
97,19,57,53,31,"10:00:00",26,5,2021
99,8,53,41,39,"11:00:00",26,5,2021
168,13,79,66,65,"12:00:00",26,5,2021
148,16,84,51,67,"13:00:00",26,5,2021
157,19,59,56,78,"14:00:00",26,5,2021
156,21,77,50,105,"15:00:00",26,5,2021
223,24,95,42,150,"16:00:00",26,5,2021
329,40,194,64,219,"17:00:00",26,5,2021
337,15,149,51,171,"18:00:00",26,5,2021
222,23,120,76,108,"19:00:00",26,5,2021
220,16,82,61,87,"20:00:00",26,5,2021
120,10,49,33,50,"21:00:00",26,5,2021
67,8,33,19,35,"22:00:00",26,5,2021
45,5,24,8,18,"23:00:00",26,5,2021
16,1,4,3,8,"00:00:00",27,5,2021
13,0,3,0,8,"01:00:00",27,5,2021
6,0,0,1,3,"02:00:00",27,5,2021
6,1,0,0,1,"03:00:00",27,5,2021
13,0,1,2,0,"04:00:00",27,5,2021
28,3,18,16,6,"05:00:00",27,5,2021
97,14,88,73,9,"06:00:00",27,5,2021
235,25,127,128,27,"07:00:00",27,5,2021
283,28,149,176,44,"08:00:00",27,5,2021
176,12,84,87,31,"09:00:00",27,5,2021
112,9,52,42,40,"10:00:00",27,5,2021
124,9,54,41,51,"11:00:00",27,5,2021
133,10,80,55,48,"12:00:00",27,5,2021
149,16,66,43,62,"13:00:00",27,5,2021
151,14,70,54,71,"14:00:00",27,5,2021
138,9,115,56,73,"15:00:00",27,5,2021
183,25,176,48,106,"16:00:00",27,5,2021
250,33,235,49,165,"17:00:00",27,5,2021
227,21,157,51,154,"18:00:00",27,5,2021
151,20,76,38,78,"19:00:00",27,5,2021
112,12,55,29,56,"20:00:00",27,5,2021
74,8,47,33,42,"21:00:00",27,5,2021
48,7,46,9,21,"22:00:00",27,5,2021
19,1,13,4,14,"23:00:00",27,5,2021
11,0,4,4,5,"00:00:00",28,5,2021
4,0,0,1,4,"01:00:00",28,5,2021
7,1,2,1,1,"02:00:00",28,5,2021
4,0,0,1,0,"03:00:00",28,5,2021
11,0,3,3,0,"04:00:00",28,5,2021
16,3,9,7,5,"05:00:00",28,5,2021
70,12,61,52,7,"06:00:00",28,5,2021
156,12,88,76,22,"07:00:00",28,5,2021
216,10,83,87,17,"08:00:00",28,5,2021
114,10,50,39,11,"09:00:00",28,5,2021
80,2,40,25,14,"10:00:00",28,5,2021
70,6,35,29,19,"11:00:00",28,5,2021
112,9,52,46,30,"12:00:00",28,5,2021
128,11,56,37,47,"13:00:00",28,5,2021
118,15,57,46,56,"14:00:00",28,5,2021
117,11,50,30,53,"15:00:00",28,5,2021
170,16,71,48,64,"16:00:00",28,5,2021
221,15,122,49,126,"17:00:00",28,5,2021
210,17,85,62,113,"18:00:00",28,5,2021
200,16,75,60,78,"19:00:00",28,5,2021
138,14,66,43,71,"20:00:00",28,5,2021
88,12,45,22,37,"21:00:00",28,5,2021
79,10,53,19,36,"22:00:00",28,5,2021
59,5,19,8,11,"23:00:00",28,5,2021
28,3,12,7,15,"00:00:00",29,5,2021
22,6,1,1,3,"01:00:00",29,5,2021
9,1,4,2,2,"02:00:00",29,5,2021
9,0,3,3,2,"03:00:00",29,5,2021
9,1,1,3,2,"04:00:00",29,5,2021
15,1,5,7,9,"05:00:00",29,5,2021
46,3,23,20,11,"06:00:00",29,5,2021
62,3,37,31,25,"07:00:00",29,5,2021
88,6,32,31,33,"08:00:00",29,5,2021
108,13,56,39,40,"09:00:00",29,5,2021
133,13,80,55,29,"10:00:00",29,5,2021
153,27,86,53,80,"11:00:00",29,5,2021
183,23,85,75,92,"12:00:00",29,5,2021
169,28,110,67,74,"13:00:00",29,5,2021
187,36,120,66,106,"14:00:00",29,5,2021
167,38,106,71,77,"15:00:00",29,5,2021
159,16,96,62,73,"16:00:00",29,5,2021
159,22,87,80,88,"17:00:00",29,5,2021
174,13,110,88,84,"18:00:00",29,5,2021
162,10,75,40,65,"19:00:00",29,5,2021
118,9,49,40,48,"20:00:00",29,5,2021
107,4,47,21,43,"21:00:00",29,5,2021
73,4,35,11,31,"22:00:00",29,5,2021
51,0,24,14,39,"23:00:00",29,5,2021
29,0,8,6,23,"00:00:00",30,5,2021
20,1,12,2,8,"01:00:00",30,5,2021
9,2,3,2,9,"02:00:00",30,5,2021
10,0,1,0,4,"03:00:00",30,5,2021
11,0,1,3,2,"04:00:00",30,5,2021
12,0,1,5,5,"05:00:00",30,5,2021
17,0,13,11,11,"06:00:00",30,5,2021
48,5,19,27,20,"07:00:00",30,5,2021
63,5,32,36,23,"08:00:00",30,5,2021
109,9,65,46,42,"09:00:00",30,5,2021
136,23,77,50,78,"10:00:00",30,5,2021
150,23,106,39,98,"11:00:00",30,5,2021
189,31,125,59,131,"12:00:00",30,5,2021
225,24,157,100,151,"13:00:00",30,5,2021
201,32,122,70,155,"14:00:00",30,5,2021
197,29,121,102,116,"15:00:00",30,5,2021
146,18,95,87,94,"16:00:00",30,5,2021
163,12,75,69,97,"17:00:00",30,5,2021
160,33,86,80,72,"18:00:00",30,5,2021
180,11,92,126,70,"19:00:00",30,5,2021
134,8,65,78,54,"20:00:00",30,5,2021
117,11,35,53,31,"21:00:00",30,5,2021
57,7,32,18,38,"22:00:00",30,5,2021
33,3,21,8,13,"23:00:00",30,5,2021
17,0,10,2,8,"00:00:00",31,5,2021
13,0,3,2,3,"01:00:00",31,5,2021
3,0,0,1,3,"02:00:00",31,5,2021
7,0,2,0,3,"03:00:00",31,5,2021
14,2,6,4,1,"04:00:00",31,5,2021
31,2,15,24,4,"05:00:00",31,5,2021
94,11,77,72,16,"06:00:00",31,5,2021
209,18,134,125,30,"07:00:00",31,5,2021
277,29,139,159,51,"08:00:00",31,5,2021
173,17,77,74,35,"09:00:00",31,5,2021
99,16,58,38,25,"10:00:00",31,5,2021
124,12,71,32,55,"11:00:00",31,5,2021
120,21,60,57,60,"12:00:00",31,5,2021
138,19,100,72,88,"13:00:00",31,5,2021
146,15,81,63,100,"14:00:00",31,5,2021
180,19,69,56,132,"15:00:00",31,5,2021
218,26,140,70,162,"16:00:00",31,5,2021
340,23,210,86,207,"17:00:00",31,5,2021
307,28,173,68,195,"18:00:00",31,5,2021
204,19,107,93,111,"19:00:00",31,5,2021
181,14,87,69,77,"20:00:00",31,5,2021
118,8,58,29,34,"21:00:00",31,5,2021
51,3,24,19,26,"22:00:00",31,5,2021
27,2,23,11,18,"23:00:00",31,5,2021
11,2,10,6,7,"00:00:00",1,6,2021
3,3,1,0,4,"01:00:00",1,6,2021
3,1,0,1,0,"02:00:00",1,6,2021
8,0,2,0,1,"03:00:00",1,6,2021
11,1,1,3,2,"04:00:00",1,6,2021
33,3,13,18,5,"05:00:00",1,6,2021
106,12,88,82,18,"06:00:00",1,6,2021
256,26,144,106,33,"07:00:00",1,6,2021
314,34,172,195,44,"08:00:00",1,6,2021
189,18,112,111,33,"09:00:00",1,6,2021
85,6,50,43,29,"10:00:00",1,6,2021
104,18,59,56,46,"11:00:00",1,6,2021
140,9,65,57,56,"12:00:00",1,6,2021
137,17,70,46,73,"13:00:00",1,6,2021
126,19,80,53,64,"14:00:00",1,6,2021
172,18,82,55,130,"15:00:00",1,6,2021
239,22,133,67,159,"16:00:00",1,6,2021
362,35,194,83,244,"17:00:00",1,6,2021
330,45,162,69,202,"18:00:00",1,6,2021
225,21,110,77,123,"19:00:00",1,6,2021
193,16,104,78,89,"20:00:00",1,6,2021
133,8,77,68,47,"21:00:00",1,6,2021
83,8,38,18,55,"22:00:00",1,6,2021
41,4,16,12,24,"23:00:00",1,6,2021
15,4,3,1,11,"00:00:00",2,6,2021
4,0,2,4,5,"01:00:00",2,6,2021
3,0,1,2,0,"02:00:00",2,6,2021
6,0,0,0,2,"03:00:00",2,6,2021
10,0,2,4,4,"04:00:00",2,6,2021
33,4,17,18,3,"05:00:00",2,6,2021
105,12,92,80,14,"06:00:00",2,6,2021
232,17,140,124,38,"07:00:00",2,6,2021
332,36,165,164,47,"08:00:00",2,6,2021
177,25,94,103,34,"09:00:00",2,6,2021
77,16,47,62,27,"10:00:00",2,6,2021
93,10,56,49,36,"11:00:00",2,6,2021
127,8,60,49,45,"12:00:00",2,6,2021
128,5,65,63,60,"13:00:00",2,6,2021
125,10,51,32,52,"14:00:00",2,6,2021
118,12,59,42,76,"15:00:00",2,6,2021
190,23,186,49,134,"16:00:00",2,6,2021
318,18,254,67,231,"17:00:00",2,6,2021
242,22,252,55,164,"18:00:00",2,6,2021
190,20,150,50,127,"19:00:00",2,6,2021
153,11,117,39,48,"20:00:00",2,6,2021
97,14,105,33,52,"21:00:00",2,6,2021
55,11,36,13,28,"22:00:00",2,6,2021
29,7,19,9,21,"23:00:00",2,6,2021
10,2,5,7,13,"00:00:00",3,6,2021
5,1,1,1,5,"01:00:00",3,6,2021
1,1,1,0,1,"02:00:00",3,6,2021
5,0,0,2,2,"03:00:00",3,6,2021
9,1,1,4,1,"04:00:00",3,6,2021
27,4,14,14,3,"05:00:00",3,6,2021
109,9,76,76,11,"06:00:00",3,6,2021
254,29,148,122,32,"07:00:00",3,6,2021
290,39,169,187,44,"08:00:00",3,6,2021
181,17,110,109,35,"09:00:00",3,6,2021
109,11,54,55,34,"10:00:00",3,6,2021
110,10,58,33,43,"11:00:00",3,6,2021
146,15,75,51,66,"12:00:00",3,6,2021
165,21,84,63,85,"13:00:00",3,6,2021
145,23,93,50,96,"14:00:00",3,6,2021
167,22,94,60,97,"15:00:00",3,6,2021
227,29,152,70,159,"16:00:00",3,6,2021
338,38,198,85,219,"17:00:00",3,6,2021
314,32,159,86,221,"18:00:00",3,6,2021
246,36,123,64,126,"19:00:00",3,6,2021
194,23,98,59,87,"20:00:00",3,6,2021
195,17,73,75,77,"21:00:00",3,6,2021
97,8,45,27,61,"22:00:00",3,6,2021
45,6,39,14,24,"23:00:00",3,6,2021
14,2,4,1,11,"00:00:00",4,6,2021
8,1,4,2,5,"01:00:00",4,6,2021
5,1,2,3,6,"02:00:00",4,6,2021
8,0,0,1,0,"03:00:00",4,6,2021
9,1,2,4,4,"04:00:00",4,6,2021
34,4,14,22,2,"05:00:00",4,6,2021
98,14,94,78,18,"06:00:00",4,6,2021
215,13,122,106,35,"07:00:00",4,6,2021
256,31,131,128,31,"08:00:00",4,6,2021
169,16,99,109,30,"09:00:00",4,6,2021
107,6,62,49,33,"10:00:00",4,6,2021
113,13,64,46,38,"11:00:00",4,6,2021
160,15,95,73,64,"12:00:00",4,6,2021
178,14,84,61,103,"13:00:00",4,6,2021
177,14,79,61,91,"14:00:00",4,6,2021
189,13,92,60,101,"15:00:00",4,6,2021
215,25,122,63,119,"16:00:00",4,6,2021
264,26,134,58,146,"17:00:00",4,6,2021
282,25,110,71,124,"18:00:00",4,6,2021
249,15,90,51,112,"19:00:00",4,6,2021
176,11,61,46,63,"20:00:00",4,6,2021
144,15,73,40,52,"21:00:00",4,6,2021
73,8,40,21,32,"22:00:00",4,6,2021
45,4,24,2,30,"23:00:00",4,6,2021
40,3,14,9,20,"00:00:00",5,6,2021
13,1,6,2,13,"01:00:00",5,6,2021
7,1,3,3,2,"02:00:00",5,6,2021
5,0,5,2,3,"03:00:00",5,6,2021
12,1,2,1,5,"04:00:00",5,6,2021
13,0,5,7,5,"05:00:00",5,6,2021
37,3,28,23,10,"06:00:00",5,6,2021
81,7,37,21,20,"07:00:00",5,6,2021
87,8,46,47,31,"08:00:00",5,6,2021
97,13,53,45,104,"09:00:00",5,6,2021
119,16,68,95,39,"10:00:00",5,6,2021
127,6,60,64,55,"11:00:00",5,6,2021
159,24,81,51,51,"12:00:00",5,6,2021
148,17,85,52,77,"13:00:00",5,6,2021
132,18,82,52,78,"14:00:00",5,6,2021
109,12,64,60,54,"15:00:00",5,6,2021
117,14,71,47,62,"16:00:00",5,6,2021
111,13,66,51,64,"17:00:00",5,6,2021
120,17,70,54,71,"18:00:00",5,6,2021
129,18,53,42,67,"19:00:00",5,6,2021
